sent_id,text,Source,Target,Polar_expression,Polarity,Target_matching
TFS#5:16,Vanison was good but not amazing.,,Vanison,good,Positive,TRUE
TFS#5:17,Bison was quite excellent however.,,Bison,quite excellent,Positive,TRUE
TFS#5:18,Dessert: pure disaster.,,,,,FALSE
TFS#5:19,Just not good at all.,,,,,FALSE
TFS#5:20,Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all.,,,,,FALSE
TFS#5:21,"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.",,the restaurant,too expensive,Negative,TRUE
TFS#5:22,I was wrong.,,,,,FALSE
TFS#5:23,"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".",,,,,FALSE
TFS#5:24,"I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.",,,,,FALSE
TFS#5:25,"All in all, the food was great (except for the dessserts).",,the food,great (except,Positive,TRUE
TFS#5:26,The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,,The environment,very upscale,Positive,TRUE
TFS#5:27,"If you are going for the food, it will not be worth it.",,it,will not be worth,Negative,FALSE
TFS#5:28,"Yes, it is good, but I've had better for cheaper.",,"Yes, it","good,",Positive,FALSE
TFS#5:28,"Yes, it is good, but I've had better for cheaper.",,"Yes, it",I've had better for cheaper.,Negative,FALSE
TFS#5:29,"You would think they would make up for it with service, sadly, no.",,,,,FALSE
TFS#5:30,"Service was just ok, it is not what you'd expect for $500.",,Service,"ok,",Positive,TRUE
CLF#3:0,Terrible Waste of money.. scammers,,,Terrible Waste of money..,Positive,FALSE
CLF#3:1,I agree that dining at Casa La Femme is like no other dining experience!,,,,,FALSE
CLF#3:2,BUT not in a good way.,,,,,FALSE
CLF#3:3,I am actually offended to have spent so much money on such a bad experience.,,,,,FALSE
CLF#3:4,I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,,,,,FALSE
CLF#3:5,We went to celebrate two birthdays and wanted to do something special and different.,,,,,FALSE
CLF#3:6,"Our visit their to say the least, was an unpleasant and costly experience!",,"the least,",unpleasant,Positive,FALSE
CLF#3:6,"Our visit their to say the least, was an unpleasant and costly experience!",,"the least,",costly experience!,Positive,FALSE
CLF#3:7,And even more so unpleasant because it was so costly for such an unpleasant experience.,,,,,FALSE
CLF#3:8,We did arrive late for our reservation so I can not complain too much about the wait for a table.,,,,,FALSE
CLF#3:9,Although we were told 10-15 minutes and it was more like 45 minutes.,,,,,FALSE
CLF#3:10,We were ushered to the bar to wait momentarily and upon arrival were so excited.,,,,,FALSE
CLF#3:11,The place is beautiful!,,The place,beautiful!,Positive,TRUE
CLF#3:12,The hostess was very pleasant.,,The hostess,very pleasant.,Positive,TRUE
CLF#3:13,"However, our $14 drinks were were horrible!",,,,,FALSE
CLF#3:14,"Once we finally got a table, despite indicating we wanted an alla carte menu we were pushed into a table that was only price fixed!",,,,,FALSE
CLF#3:15,"Since we were already waiting so long, we felt we had no other choice but to accept it.",,,,,FALSE
CLF#3:16,Our experience did not ever get any better.,,Our experience,not ever get any better.,Negative,FALSE
CLF#3:17,For each course we waited over 1/2 hour to 45 minutes and were never offered a drink.,,drink.,never offered,Positive,FALSE
CLF#3:18,We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka.,,Hooka.,never returning,Positive,FALSE
CLF#3:18,We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka.,,the waiter,kept telling us one minute,Positive,TRUE
CLF#3:19,After the 4th time i asked again and the waiter than said after our dinner.,,,,,FALSE
CLF#3:20,We asked for beverages and never received them.,,,never received,Negative,FALSE
CLF#3:21,We asked for sides which the waiter than admitted that he forgot to put in that part of our order.,,,,,FALSE
CLF#3:22,My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin.,,,,,FALSE
CLF#3:23,I would not expect this for a $55 dinner.,I,this,would not expect,Negative,FALSE
CLF#3:24,By the time we finished our dinner we still had not received one beverage NOR hooka!,,,not received,Negative,FALSE
CLF#3:25,What we did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka.. some of which we never received!,,,,,FALSE
CLF#3:26,The only beverage we did receive was water in dirty glasses!,,,,,FALSE
CLF#3:27,To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.,,,half of the restaurant.,Negative,FALSE
CLF#3:28,"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",,food,good,Positive,TRUE
CLF#3:29,If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!,,,,,FALSE
CLF#3:30,"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",,,,,FALSE
CLF#3:31,MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,,,,,FALSE
CLF#3:32,I wish I COULD be refunded!,I,,COULD be refunded!,Negative,FALSE
CLF#3:32,I wish I COULD be refunded!,I,,COULD be refunded!,Negative,FALSE
BFC#9:0,Don't go with a larger group than 4!,,,,,FALSE
BFC#9:1,I went here for a family birthday dinner.,,,,,FALSE
BFC#9:2,Five of us walked in at approximately 6:20 on a Thursday evening.,,,,,FALSE
BFC#9:3,"The hostess said ""Wow that's a large group, unless you aren't together"", to which I replied ""no we are, and there will be one more, so a table for six please.""",,,,,FALSE
BFC#9:4,"At first we were a little taken aback, as this seemed to present a problem, although the restaurant looked fairly empty, but they hastily put the table together for us.",,the restaurant,"fairly empty,",Negative,FALSE
BFC#9:5,The menu is fairly simple without much descriptions.,,The menu,fairly simple without much descriptions.,Positive,TRUE
BFC#9:6,"There was no tap beer that evening, which was a disappointment.",,tap beer,There was no,Negative,TRUE
BFC#9:7,"Not much of a selection of bottled beer either, we went with Brahma.",,,Not much of,Negative,FALSE
BFC#9:8,The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each).,,clams,delicious,Positive,TRUE
BFC#9:9,"The lobster knuckles (special of the day) were ok, but pretty tasteless.",,,"ok,",Negative,FALSE
BFC#9:9,"The lobster knuckles (special of the day) were ok, but pretty tasteless.",,the day),pretty tasteless.,Negative,FALSE
BFC#9:10,"I believe there were 2 shrimp in the ""salt encrusted shrimp"" appetizer.",I,shrimp,there were,Negative,TRUE
BFC#9:11,After we ate our appetizers (which took all of 8 minutes) we ordered another round of Brahma's - and tried to stall a little as we waited for our sixth dinner member.,,,,,FALSE
BFC#9:12,The waitress appeared and asked us if we wanted to go ahead and order.,,,,,FALSE
BFC#9:13,We replied that we would like to wait 5 more minutes if that was okay.,,,,,FALSE
BFC#9:14,"She replied ""well it would be more convenient for us if you ordered now, since you are a larger party, and it might get crowded.""",,,,,FALSE
BFC#9:15,"We called the other person who was very close by, and she told us to order for her, so we did.",,,"close by,",Positive,FALSE
BFC#9:16,The food arrived in about 15 minutes.,,,,,FALSE
BFC#9:17,I had the Thai style Fried Sea Bass...which was very good.,,Bass...which,very good.,Positive,TRUE
BFC#9:18,"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice!",,,,,FALSE
BFC#9:19,I heard the lobster roll was excellent.,,,,,FALSE
BFC#9:20,"They seemed to continue to rush us along, taking plates without asking if we were done (my sister still had her fork in hand).",,,,,FALSE
BFC#9:21,"All in all the food was good - a little on the expensive side, but fresh.",,the food,"a little on the expensive side,",Positive,TRUE
BFC#9:21,"All in all the food was good - a little on the expensive side, but fresh.",,,fresh.,Positive,FALSE
BFC#9:22,"Service not the friendliest to our ""large party""!",,,,,FALSE
BFC#9:23,Probably would not go back here.,,,would not go back here.,Negative,FALSE
BG#5:0,Great Indian food,,food,Great,Positive,TRUE
BG#5:0,Great Indian food,,food,Indian,Positive,TRUE
BG#5:1,"I lived on 50th st, and wanted Indian one day so decided to check this place out.",,,,,FALSE
BG#5:2,"Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.",,it,"quite regularly,",Positive,FALSE
BG#5:2,"Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.",,,the best,Positive,FALSE
BG#5:2,"Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.",,Food,amazing,Positive,TRUE
BG#5:3,"Very ""normal Indian food"", but done really well.",,,"Very ""normal Indian food"",",Positive,FALSE
BG#5:4,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",,this place,have an,Negative,TRUE
BG#5:5,"Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.",,"Also, waiters","try to push more food on you, like suggest things",Negative,TRUE
BG#5:6,I don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).,,,,,FALSE
BG#5:7,"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food",,,,,FALSE
BG#8:0,One of the BEST,,,One of the BEST,Positive,FALSE
BG#8:1,"Bukhara Grill, the tagline says it all.. ""INDIAN SPICE RAVE""",,,,,FALSE
BG#8:2,My GF and I dine at Bukhara often as she lives near it.,,,,,FALSE
BG#8:3,The lunch buffet is expensive but is deff worth it.,,The lunch buffet,deff worth,Negative,TRUE
BG#8:3,The lunch buffet is expensive but is deff worth it.,,The lunch buffet,expensive,Negative,TRUE
BG#8:4,We go often for lunch and the place is packed.,,the place,packed.,Positive,FALSE
BG#8:5,We have gone for dinner only a few times but the same great quality and service is given.,,quality,great,Positive,FALSE
BG#8:5,We have gone for dinner only a few times but the same great quality and service is given.,,service,given.,Positive,TRUE
BG#8:6,Bukhara is on my top 5 Indian places in NYC,,,,,FALSE
DBG#2:0,Wretched and retching,,,Wretched,Positive,FALSE
DBG#2:1,This will be only the third online review I have ever made about a restaurant in my life.,,,,,FALSE
DBG#2:2,They have all been tonight and they have all been about the same restaurant.,,,,,FALSE
DBG#2:3,I have never been so disgusted by both food an service.,I,,never been so disgusted,Positive,FALSE
DBG#2:4,For starters they delivered us someone else's order.,,,,,FALSE
DBG#2:5,"Fine, I wont hang you for that.",,,,,FALSE
DBG#2:6,"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.",,,,,FALSE
DBG#2:7,"Not one to jump to complaints (hence my lack of previous online reviewing), I called the restaurant to give them a heads up that their kitchen might want to check the cleanliness of their prep stations.",,,,,FALSE
DBG#2:8,"My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.",,,,,FALSE
DBG#2:9,None was made so i hung up.,,,,,FALSE
DBG#2:10,Less than three minutes passed before I found myself doubled over the toilet.,,,,,FALSE
DBG#2:11,"My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.",,,,,FALSE
DBG#2:12,"Not only have I worked in restaurants for many years, I am now in culinary school, I am a huge lover of oysters and fish, and my girlfriend is half Korean!",,,,,FALSE
DBG#2:13,We know the difference between and oyster and bad fish.,,,,,FALSE
DBG#2:14,"It wasn't as if this restaurant had any major bragging points before hand, but now it's simply repulsive.",,,,,FALSE
DBG#2:15,Eat at your own risk.,,,,,FALSE
CLF#7:0,Gorgeous place ideal for a romantic dinner,,dinner,romantic,Positive,FALSE
CLF#7:0,Gorgeous place ideal for a romantic dinner,,place,Gorgeous,Positive,TRUE
CLF#7:1,I took my boyfriend for a dinner on saturday night.,,,,,FALSE
CLF#7:2,I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,,,,,FALSE
CLF#7:3,The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,,,spectacular,Positive,FALSE
CLF#7:4,I completely recommend Casa La Femme for any special occasion and to REALLY impress your date.,I,Casa La Femme,recommend,Positive,TRUE
DBG#7:0,More Williamsburg Garbage,,,,,FALSE
DBG#7:1,My wife and I visited Dokebi tonight.,,,,,FALSE
DBG#7:2,We ordered dosut bibimbap and nakgi-bokum.,,,,,FALSE
DBG#7:3,The dishes came out around 5 minutes apart.,,The dishes,came out around 5 minutes apart.,Positive,FALSE
DBG#7:4,"The bibimbap was average, but the stone bowl wasn't even close to sizzling.",,,close to sizzling.,Positive,FALSE
DBG#7:4,"The bibimbap was average, but the stone bowl wasn't even close to sizzling.",,The bibimbap,"average,",Positive,TRUE
DBG#7:5,Too bad I had paid an extra $2 for the stone bowl.,,,,,FALSE
DBG#7:6,The nakgi-bokum was horrible.,,The nakgi-bokum,horrible.,Positive,TRUE
DBG#7:7,Easily the worst stir-fried squid I've ever tasted.,,,,,FALSE
DBG#7:8,The sauce tasted more like Chinese fast food than decent Korean.,,,,,FALSE
DBG#7:9,"The side dishes were passable, and I did get a refill upon request.",,The side dishes,"passable,",Negative,TRUE
DBG#7:9,"The side dishes were passable, and I did get a refill upon request.",I,The side dishes,get a refill upon request.,Negative,TRUE
DBG#7:10,The real problem I had with this place was the complete lack of service.,,this place,the complete lack of service.,Negative,FALSE
DBG#7:11,I mentioned the squid dish wasn't very good when the waitress visited.,,squid dish,very good,Positive,FALSE
DBG#7:12,She just nodded and walked off.,,,,,FALSE
DBG#7:13,"There were no communications issues either, as she spoke perfect English.",,,,,FALSE
DBG#7:14,"As to my comment about the food, no apology or acknowledgment was made.",,,,,FALSE
DBG#7:15,My wife had barely touched that mess of a dish.,,,,,FALSE
DBG#7:16,We were charged full price.,We,,charged full price.,Positive,FALSE
DBG#7:17,"If you ware looking for Korean fusion, I suggest you try some of the places in the East Village.",,,,,FALSE
DBG#7:18,"Authentic Korean food lovers should visit 32nd Street, of course.",,food,"should visit 32nd Street, of course.",Negative,FALSE
DBG#7:18,"Authentic Korean food lovers should visit 32nd Street, of course.",,lovers,"should visit 32nd Street, of course.",Negative,FALSE
ADLT#9:0,Lives up to the hype,,,,,FALSE
ADLT#9:1,We've lived around the corner from this place for over a year and finally had dinner there.,,,,,FALSE
ADLT#9:2,We've tried before but it always packed and doesn't take reservations.,,,,,FALSE
ADLT#9:3,It was well worth the wait.,,the wait.,well worth,Positive,FALSE
ADLT#9:4,The wife had the risotto which was amazing.,,,,,FALSE
ADLT#9:5,"It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.",,the taste,phenomenal.,Positive,FALSE
ADLT#9:6,The farro salad and the mashed yukon potatoes were also extremely tasty.,,The farro salad,extremely tasty.,Positive,TRUE
ADLT#9:6,The farro salad and the mashed yukon potatoes were also extremely tasty.,,the mashed yukon potatoes,extremely tasty.,Positive,TRUE
EVPK#4:0,i love margherita pizza  i looove east village pizza,,,,,FALSE
EVPK#4:1,"Love this place, every time we are in the city this is one of the places we always go.",,,one of the places,Positive,FALSE
EVPK#4:1,"Love this place, every time we are in the city this is one of the places we always go.",we,,always go.,Positive,FALSE
EVPK#4:2,A quintessential slice of NYC pizza.,,,A quintessential slice of NYC pizza.,Positive,FALSE
EVPK#4:3,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",,crust,great bite,Positive,TRUE
EVPK#4:3,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",,"to it, the salt",nice,Positive,FALSE
EVPK#4:3,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",,,light,Positive,FALSE
EVPK#4:3,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",,the sauce,good,Positive,TRUE
EVPK#4:4,"Personally I like the margherita pizza better, but they are all good.",,,,,FALSE
Z#6:0,Possibly the Most Romantic Restaurant in the City,,Restaurant,Possibly the Most Romantic,Negative,TRUE
Z#6:1,"This is undoubtedly my favorite modern Japanese brasserie (that dont serve sushi), and in my opinion, one of the most romantic restaurants in the city!",,,one of the most romantic,Positive,FALSE
Z#6:1,"This is undoubtedly my favorite modern Japanese brasserie (that dont serve sushi), and in my opinion, one of the most romantic restaurants in the city!",,,modern,Positive,FALSE
Z#6:2,"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like youre no longer in the city.",,,,,FALSE
Z#6:3,"If youre planning to come here, make sure that your date is someone whom you really like since youll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).",,,,,FALSE
Z#6:4,Its just you and your date and an occasional cute excuse me before the waiter opens the little curtain to your booth!,,,,,FALSE
Z#6:5,"My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!",,,,,FALSE
Z#6:6,I never used to be a fan of sakes but am lately experimenting with it a lot more and am acquiring a better taste of it.,I,,never used to be,Negative,FALSE
Z#6:7,We started off with a delightful sashimi amuse bouche.,,,,,FALSE
Z#6:8,Our first course was Tuna Sashimi with Green Yuzu Sauce.,,,,,FALSE
Z#6:9,"I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.",,,,,FALSE
Z#6:10,The entrees were served with miso soup and rice.,,The entrees,with miso,Positive,FALSE
Z#6:11,The sakes complimented the courses very well and is successfully easing me into the sake world.,,the courses,successfully easing,Positive,FALSE
Z#6:11,The sakes complimented the courses very well and is successfully easing me into the sake world.,,the courses,very well,Positive,FALSE
Z#6:12,"For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.",,,,,FALSE
Z#6:13,"Maybe it was the great company (I had friends visiting from Philly  yes, it was not a date this time) or the super reasonable price point, but I just cant say enough good things about this brasserie.",,company,great,Positive,FALSE
Z#6:14,"I dont usually visit the same establishment more than once, what more twice, but Ill come to Zenkichi anytime for a quiet, unhurried and memorable dinner.",,,,,FALSE
CLF#6:0,Terrible would be a compliment!,,,,,FALSE
CLF#6:1,"The service leaves much to be desired, from feeling like you are rushed the place your order, to being ignored the rest of the night.",,,"desired,",Positive,FALSE
CLF#6:2,"We were 10 people celebrtating a birthday, we sat in the tent.",,,,,FALSE
CLF#6:3,We paid a fixed pricce but got nothing!!,We,,got nothing!!,Negative,FALSE
CLF#6:4,We never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating.,,,,,FALSE
CLF#6:5,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",,,,,FALSE
CLF#6:6,Stay away,,Stay,away,Positive,FALSE
DBG#6:0,Great Shabu Shabu,,Shabu Shabu,Great,Positive,TRUE
DBG#6:1,"I go here at least once every other week, particularly when it's cold!",,,,,FALSE
DBG#6:2,I love it.,,,,,FALSE
DBG#6:3,To be honest we only ever eat the Shabu Shabu.,,,To be honest,Negative,FALSE
DBG#6:4,I tried a couple other dishes but wasn't too impressed.,,,too impressed.,Negative,FALSE
DBG#6:5,"But for the Shabu Shabu, you won't find much better in NY.",,,won't find much better,Negative,FALSE
DBG#6:6,In fact there is only one I've tried that even compares (shabu Tatsu) and even then I prefer Dokebi.,,,,,FALSE
DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",,,you get,Positive,FALSE
DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",,meal,good too.,Positive,TRUE
DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",,service,good too.,Positive,TRUE
DBG#1:0,Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,,,,,FALSE
BHD#1:0,"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",,,perfect,Positive,FALSE
BHD#1:0,"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",,The hot dogs,"good, yes,",Positive,TRUE
BHD#1:0,"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",,,fantastic,Positive,FALSE
TR#5:0,Restaurant with a view,,Restaurant,a view,Positive,FALSE
TR#5:1,Celebrated my fathers birthday here.,,,,,FALSE
TR#5:2,The food tasted very good.,,The food,very good.,Positive,TRUE
TR#5:3,The family seafood entree was very good.,,The family seafood entree,very good.,Positive,TRUE
TR#5:4,The main entree was also very good.,,The main entree,very good.,Positive,TRUE
TR#5:5,We order a bit of everything on the menu.,,,,,FALSE
TR#5:6,"Price is high but the food is good, so I would come back again.",,Price,high,Positive,FALSE
TR#5:6,"Price is high but the food is good, so I would come back again.",,the food,"good,",Positive,TRUE
TR#5:6,"Price is high but the food is good, so I would come back again.",I,the food,would come back again.,Positive,TRUE
Z#7:0,This place doesn't make any sense,,,,,FALSE
Z#7:1,Just want to warn you all - don't waste your time and money.,,,,,FALSE
Z#7:2,"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...",,,,,FALSE
Z#7:3,This place is not inviting and the food is totally weird.,,This place,not inviting,Negative,TRUE
Z#7:3,This place is not inviting and the food is totally weird.,,the food,totally weird.,Negative,TRUE
Z#7:4,The concept of japanese tapas is newly created and clearly doesn't work.,,The concept of japanese tapas,newly created,Negative,TRUE
Z#7:5,"The food they serve is not comforting, not appetizing and uncooked.",,The food,uncooked.,Negative,TRUE
Z#7:5,"The food they serve is not comforting, not appetizing and uncooked.",,The food,not appetizing,Negative,TRUE
Z#7:6,Go to japanese sushi place or Spanish tapas place - this creation in Williamsburg is a misstake.,,,,,FALSE
Z#10:0,Good Food,,Food,Good,Positive,TRUE
Z#10:1,I went here with my boyfriend for our anniversary.,,,,,FALSE
Z#10:2,"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",,The food,"tasty,",Positive,TRUE
Z#10:2,"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",,The food,great,Positive,TRUE
Z#10:2,"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",,the sitting space,don't like being cramp,Negative,TRUE
Z#10:3,Over all it was a very nice romantic place .,,place,romantic,Positive,TRUE
Z#10:3,Over all it was a very nice romantic place .,,place,very nice,Positive,TRUE
Z#10:4,I would recommend to ask for a bigger sitting area when you make a reservation (if possible),,,,,FALSE
P#7:0,Loved it,,it,Loved,Positive,FALSE
P#7:1,A coworker and I tried Pacifico after work a few Fridays and loved it.,,,,,FALSE
P#7:2,The atmosphere was great.,,The atmosphere,great.,Positive,TRUE
P#7:3,"The food we ordered was excellent, although I wouldn't say the margaritas were anything to write home about.",,the margaritas,anything to write home about.,Negative,TRUE
P#7:4,"Our waitress wasn't mean, but not especially warm or attentive either.",,,,,FALSE
P#7:5,"I must say I am surprised by the bad reviews of the restaurant earlier in the year, though.",,,,,FALSE
P#7:6,Maybe it has improved since then?,,,,,FALSE
P#7:7,"Regardless, we'll be back and can't wait to visit in the summer to take advantage of the patio.",,we'll,be back,Positive,FALSE
FF#4:0,Dumbfoundingly Poor,,,Dumbfoundingly Poor,Negative,FALSE
FF#4:1,"This was, from start to finish, a mind-bogglingly uncomfortable experience.",,,,,FALSE
FF#4:2,Lexicographers take note: a new and fascinating definition of rudeness is alive and flourishing right here in Brooklyn.,,,flourishing,Positive,FALSE
FF#4:3,The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention.,,,,,FALSE
FF#4:4,Polite acknowledgement is out;,,,,,FALSE
FF#4:5,supercilious scorn is in.,,,,,FALSE
FF#4:6,"And how many times can you pick up the same perfectly aligned set of napkins, inspect them vapidly and plonk them down in exactly the same place instead of venturing a glance at people who are there to help you make the rent?",,,,,FALSE
FF#4:7,"A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).",,,,,FALSE
FF#4:8,"Overall the food quality was pretty good, though I hear the salmon is much better when it hasn't sat cooling in front of the guest.",,the salmon,much better,Negative,FALSE
FF#4:8,"Overall the food quality was pretty good, though I hear the salmon is much better when it hasn't sat cooling in front of the guest.",,the food quality,"pretty good,",Negative,TRUE
FF#4:9,"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",,,nice,Positive,FALSE
FF#4:9,"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",,furnishings,attractive,Positive,TRUE
FF#4:10,"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.",,,,,FALSE
FF#4:11,"On that scale, it's a world-beater.",,,,,FALSE
FF#3:0,How is this palce still open?,,,,,FALSE
FF#3:1,I honestly don't even know where to begin.,,,,,FALSE
FF#3:2,"My boyfriend and I are avid restaurant goers, and we are always on the lookout for new places and our friend had recommended Flatbush Farms.",,,,,FALSE
FF#3:3,"We arrived and were seated immediately, which made us both happy.",,,,,FALSE
FF#3:4,"We ordered our appetizers, I ordered the chicken and my boyfriend the salmon.",,,,,FALSE
FF#3:5,Everything was going good until we got our meals.,,Everything,going good,Positive,FALSE
FF#3:6,I took one look at the chicken and I was appalled.,,,,,FALSE
FF#3:7,"It was served with skin, over a bed of extremely undercooked spinach and mashed potatoes.",,,,,FALSE
FF#3:8,"My boyfriend asked me if I wanted to switch and eat his salmon instead, while he de-skinned the chicken so that I could enjoy the white meat.",I,the white meat.,enjoy,Positive,FALSE
FF#3:9,"I took one bite from the $24 salmon, and I have never, in the 17 years I have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in Flatbush Farms.",,,,,FALSE
FF#3:10,"At this point, the waitress comes over and asks us if everything was okay, I was literally so shocked that I was speechless and didn't say anything, and guess what, the waitress WALKED away.",,,,,FALSE
FF#3:11,"So, I switch with my boyfriend again to see if maybe I could stomach the meat and spinach again, but the spinach was so undercooked that I just could not bite through it.",,the spinach,undercooked,Negative,TRUE
FF#3:12,I couldn't even enjoy the mashed potatoes because it was hidden completely under the chicken and spinach.,,,,,FALSE
FF#3:13,I've had better chicken at BBQs!!!!,,,,,FALSE
FF#3:14,So I decide to report back to the waitress because it was completely inedible.,,it,completely inedible.,Positive,FALSE
FF#3:15,"Guess what, I waited for TWENTY minutes before she came over and when she finally did, she says, ""oh well, I wish you would have said something earlier"" No apology, nothing.",,,,,FALSE
FF#3:16,"After that she simply took our plates, walked away, came back another TWENTY minutes later with the bill and the chicken on it!!!!!!!!!!!!",,,,,FALSE
FF#3:17,"No desert menu, no apology, nothing!!!!!!",,,,,FALSE
FF#3:18,"I was literally going to explode, but instead, my boyfriend took the bill and went to find the manager.",,,,,FALSE
FF#3:19,"This is where it really really gets bad: the manager said, there is absolutely nothing we can do, it's a matter of taste that she didn't like it, and I cannot comp it.",,,there is,Positive,FALSE
FF#3:20,"Again, no apology, no is there anything else I can get you, no can I get you a drink to make up for it, nothing!!!!",,,,,FALSE
FF#3:21,We refused to pay for it because at this point it had nothing to do with the food anymore.,,,nothing to do,Negative,FALSE
FF#3:22,The level of rudeness was preposterous.,,The level of rudeness,preposterous.,Positive,FALSE
FF#3:23,"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",,,,,FALSE
FF#3:24,I HAVE NEVER EVER HAD SUCH AN UNPLEASANT EXPERIENCE.,,,,,FALSE
FF#3:25,THIS STAFF SHOULD BE FIRED.,,,,,FALSE
EVPK#9:0,cirspy crust margherita pizza,,,,,FALSE
